brand,model,link,date,price,title,subtitle,f1,f2,f3,year,hp,range,kp,dtp,fuel,location,desc
vw,tiguan,https://auto.ria.com/uk/auto_volkswagen_tiguan_37486640.html,2024-12-16-14-10,27999, volkswagen tiguan 2018, ii покоління • 2.0 tdi dsg (190 к.с.) 4мotion • highline, ii покоління , 2.0 tdi dsg (190 к.с.) 4мotion , highline,2018,190,210,0,0,0,"Київ, Дніпровська набережна 17-Ж","вашій увазі представлений офіційний, досить економічний та потужний автомобіль - це vw tiguan!!! досить просторий кроссовер вигідно виділяється з потоку та дозволяє рухатись там де інші навіть не намагатимутись проїхати.максимальна комплектація, а саме :- 3d панель приладів- 3х зонний клімат контроль- підігрів 4 сидінь- автоматичне паркування- активний дістронік- сервопривід кришки багажника та багато чого іншого !!!в наявності 2 гуми та 2 комплекти ключів !!!готові до перевірки на сто !!!детальніше на всі запитання відповість менеджер рибак роман або шепель дмитро.запрошуємо вас пройти тест-драйв цього автомобіля попередньо записавшись.а також ми надаємо послуги:- trade-in/обмін;- реалізація вашого авто;- кредит/лізинг;- доставка у будь-який регіон україни;- придбання авто за безготівковим розрахунком."
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_36907584.html,2024-12-16-14-10,20000, volkswagen touareg 2010, • executive, , executive,,2010,-1,241,1,0,0,Миколаїв,"туарег в гарному стані,їде дуже добре, повний привід,комфортний та практичний на пневмо,повна комплектація."
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_37612396.html,2024-12-16-14-10,1245000, volkswagen touareg 2015, ii покоління (fl) • 3.0 tdi ат (262 к.с.) 4motion • r-line, ii покоління (fl) , 3.0 tdi ат (262 к.с.) 4motion , r-line,2015,262,182,1,0,0,"Київ, вул. Велика Кільцева, 58, Софіївська Борщагівка","автомобіль volkswagen touareg 2015 року. доступний в кредит, можливий обмін на ваше авто, або викуп вашого авто, страховка на місці. повний документальний супровід. комфортний критий автосалон, відкриті 7 днів на тиждень. пишіть нам у viber/telegram/whatsapp на мобільні номери, що вказані в оголошенні. найбільший вибір авто з пробігом в одному місці!"
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_37612053.html,2024-12-16-14-10,11900, volkswagen touareg 2007, i покоління (fl) • 3.0 tdi at (240 к.с.) 4motion • base, i покоління (fl) , 3.0 tdi at (240 к.с.) 4motion , base,2007,240,268,1,0,0,Вінниця,"свій таурег не битий не фарбований обслужений, резина зима + літо, вікна всі рідні, максимальна комплектація, куплений в салоні в києві є сервісна з відмітками 3 ключа, робити нічого не потрібно! на пневмі"
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_34363269.html,2024-12-16-14-10,11500, volkswagen touareg 2008, i покоління (fl), i покоління (fl),,,2008,-1,335,0,0,0,Київ,авто в хорошому стані
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_37548351.html,2024-12-16-14-10,22399, volkswagen touareg 2014, ii покоління • 3.0 l tdi ат (245 к.с.) 4motion, ii покоління , 3.0 l tdi ат (245 к.с.) 4motion,,2014,245,238,1,0,0,Київ,"ціна (зі знижкою $1500)актуальна протягом 3 днів. продається унікальне авто від власника.(1) офіційне. куплено в україні, обслуговувалося до 2023 на офіціалі(2) від власника (не перекуп). виїхало з салону в кінці 2014 року. реально авто 2015-го.(3) обслужене на 220 тис. все як має бути (на $5к), тому найближчі 100 тис. вкладень не потребує.замінено грм + турбіна + регулювання форсунок + генератор + промито паливну систему (включно з баком) + заміна всіх прокладок та ущільнювачів (як має бути) +почищено радіатор + заправлено кондиціонер + заміна всіх масел + заміна охлаждаючої рідини. ну і обслужена ходова (все перевірено і все прекрасно). робилося все для себе, бо продавати не збиралися ще в кінці минулого року.фари та ручки дверей в бронеплівці. дорогий лінзований поворотний біксенон, який дуже якісно світить. до продажу не готувалася, під капотом не милася. витрати реально по місту в нормальному режимі 9,7 - 9,9, тому що все зроблено по двигуну по регламенту. заправляється останні 2 роки тільки преміальним дизелем на upg, wog, okko. заміна масла кожні 8-10 тис. км. останні 2 роки машина їздить не багато і більшість у заміському циклі. 2 комплекти нової гуми (літо + зима) + 2 зимових нових колеса бонусом.салон в ідеальному стані. шкіра доглянута та без слідів зносу. авто для тих, хто хоче собі надійну та обслужену машину від власника. продаж у зв?язку із необхідністю в грошах. перекупів, прохання не турбувати."
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_37490627.html,2024-12-16-14-10,19950, volkswagen touareg 2014, ii покоління • 3.0 l tdi ат (245 к.с.) 4motion • executive, ii покоління , 3.0 l tdi ат (245 к.с.) 4motion , executive,2014,245,244,1,1,0,Коломия • Івано-Франківська обл.,"авто в чудовому технічному та візуальному стані. пригнане з сша. перша реєстрація на україні - 04.04.20243.0 tdi- 6-циліндровий дизельний двигун з турбонаддувом із максимальною потужністю 245 к.с. і крутним моментом 550 нм. повний привід.хороша комплектація executive: без ключовий доступ, память сидінь, панорама, камера заднього виду, електро привід кришки багажника клімат контроль, підігрів сидінь, круїз-контроль, бортовий комп'ютер, sport-режи, датчик дощу та світла, протитуманки і т д.авто завжди вчасно проходило т.о.нова зимова резина.порядність гарантую. деталі по телефону."
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_35618178.html,2024-12-16-14-10,20200, volkswagen touareg 2010, ii покоління • 3.0d at (240 к.с.) 4motion • premium life, ii покоління , 3.0d at (240 к.с.) 4motion , premium life,2010,240,320,1,0,0,Ковель • Волинська обл.,"машина пройшла повне технічне обслуговування, було замінено комплект привідного цепу грм та зірочки. масла та фільтри також замінено 2 тис.км. тому. в наявності два ключі,сервісна документація та оригінальна сервісна книга. лакофарбове покриття,салон,підвіска,двигун та коробка передач в ідеальному стані,машина вкладень не потребує.встановлено тюнінгову систему вихлопних газів,рідний каталізатор та сажевий фільтр на місці. машина свіжопригнана,увесь пробіг був по атобанах європи.з додатковими питаннями можете звертатись в вайбер та ватсап."
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_37611986.html,2024-12-16-14-10,26700, volkswagen touareg 2011, ii покоління, ii покоління,,,2011,-1,252,-1,0,0,Запоріжжя,"продам volkswagen touareg 3.0tdiдуже економне та комфортне автовесь автомобіль в рідній фарбівчасне обслуговування та правильна експлуатація зберегли його в такому стані до нашого часуготовий на будь-які перевіркиавто дуже м'яке у ходу за рахунок пневмопідвіскиадаптивна оптика, підігрів руля, дзеркал та сидіньвсі подробиці за телефономхто шукав живий таурег, то це саме вінофіціал!реальному покупцеві в подарунок комплект дисків з новою резиною гудієр"
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_37042624.html,2024-12-16-14-10,18500, volkswagen touran 2019, ii покоління • 2.0d at (150 к.с.) • highline, ii покоління , 2.0d at (150 к.с.) , highline,2019,150,270,1,0,0,"Харків, Площа Юрія Кононенка 1а.",авто в ідеальному стані!гарний зовнішній вигляд!доглянутий салон!дуже гарна комплектація!гарна гума!технічно без найменшого зауваження!вкладень не потребує зовсім!дуже надійний двигун!можливий обмін на ваше автоможливий продаж в кредит або лізинг
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_37060734.html,2024-12-16-14-10,13800, volkswagen touran 2012, i покоління (2nd fl), i покоління (2nd fl),,,2012,-1,193,1,0,0,Рівне,"vw touran 2012р. 13800$перший власник в україні, авто купував в німетчинікомплектація s lineпробіг при купівлі авто- 179970 кмпробіг зараз - 193000 кмдвигун – дизель 2.0, 125кв.коробка: : автомат dsg-6 з мокрим зчепленнямобслуговане до дрібниць і не вимагає вкладень, готові до будь-яких перевірок.комлектація/роботи:• 7місць• шкіра• панорама• люк на декілька положень/майже кабріолет/• двухзон. клімат• підігрів передніх сидінь 3х рівневий• автопарковщик (360)-камера задн. виду, передні /задні парктроніки• 17’’ диски• нова гума (пробіг приблизно 5000км)• датчики тиску в шинах• датчик рівня омиваючої вікна редини• датчик світла• датчик дощу• дзерлака- складання, нахил дзеркал при їзді назад• омивач фар• led ходові• противотуманки (працюють разом обо я к підсвітка повороту кожна окремо)• задній омивач скла та двірник.• вебасто• bluetooth – гучний зв“язок.• media in• aux in• сигналізація заводська.• заводське тонування скла• 2 розетки 12v- в салоні( другий ряд) та в багажнику• прикурювач. ( в авто не палили)• компресор+піна• вогнегасник+стоп+аптечка+домкрат• нові колодки• заміна грм. є відео заміни• заміна масла в коробці/двигуні. є відео заміни. важливо !!! при заміні масла в коробці дотримувались технологичних рекомендацій vw.• підвіска- повністю в ідеальному стані.• кузов: робився підкрас дверки в німеччині з правої пасажирської стороні. снизу та по всім сторонам немає жодної їржі.• авто дуже економічне. є відео/фото дісплея з показниками расходу палива.тел. (whatsapp, viber)"
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_37612193.html,2024-12-16-14-10,365000, volkswagen touran 2008, i покоління (fl), i покоління (fl),,,2008,-1,170,1,0,1,"Київ, вул. Велика Кільцева, 58, Софіївська Борщагівка"," автомобіль volkswagen touran 2008 року. доступний в кредит, можливий обмін на ваше авто, або викуп вашого авто, страховка на місці. повний документальний супровід. комфортний критий автосалон, відкриті 7 днів на тиждень. пишіть нам у viber/telegram/whatsapp на мобільні номери, що вказані в оголошенні."
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_32885411.html,2024-12-16-14-10,7800, volkswagen touran 2008,,,,,2008,-1,219,0,0,0,Тернопіль,"автомобіль придбаний у німеччині, не для бізнесу, для себе.все рідне, вкладень не потребує.економна, швидка, вмістима!дзвоніть, торгуюсь!"
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_37455136.html,2024-12-16-14-10,5400, volkswagen touran 2005, i покоління • 1.6 mt (115 к.с.) • base, i покоління , 1.6 mt (115 к.с.) , base,2005,115,290,0,0,1,"Червоноград, Степана Бандери, 24А","віддамо в хороші руки volkswagen touran 2005 року з бензиновим двигуном 1.6, механічною коробкою передач, переднім приводом.автомобіль у хорошому технічному стані, регулярно проходив технічне обслуговування. двигун працює без нарікань, механічна коробка передач функціонує чітко, без сторонніх шумів і збоїв. не потребує додаткових вкладень!!!надійний, економічний та просторий міні-вен.ідеальний для міських умов та зручний у керуванні навіть на слизьких дорогах.розхід пального:місто: 6-7 л/100 кмтраса: 5-6 л/100 кмкомплектаціія: бортовий комп'ютер, електросклопідйомники, кондеціонер, магнітола та багато іншого.авто в наявності на нашому автомайданчику у м. шептицький (червоноград), вул. степана бандери, 24а (біля епіцентру).тут ви зможете протестувати авто, отримати консультацію експерта та допомогу з усіма документами. ми робимо процес покупки максимально простим і комфортним!пишіть або телефонуйте – відповімо на всі ваші запитання!"
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_36166153.html,2024-12-16-14-10,9350, volkswagen touran 2013, i покоління (2nd fl) • base, i покоління (2nd fl) , base,,2013,-1,393,1,0,0,Долина • Івано-Франківська обл.,машин обслужена поміняв ремінь привода помпа насос масляний з ремнем новий демфер машина в ідеальнім стані масло і фільтер поміняний мотор і коропка робить ідеально запасні літьні колеса
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_36804246.html,2024-12-16-14-10,9500, volkswagen touran 2010, i покоління (2nd fl) • 1.6tdi dsg (105 к.с.) • trendline, i покоління (2nd fl) , 1.6tdi dsg (105 к.с.) , trendline,2010,105,320,1,0,0,Косів • Івано-Франківська обл.,
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_34810615.html,2024-12-16-14-10,7000, volkswagen touran 2007, i покоління (fl), i покоління (fl),,,2007,-1,300,0,0,0,Черкаси,"авто обслуговувалось вчасно. турбіна відреставрована. кондиціонер працює. підігрів двигуна (вебасто) працює, тому взимку в салоні не холодно. якісні чохли та килимки в салоні. сколи та подряпинилфп присутні (машина не щойно з автосалону). ремені, роліки, свічки накалу мінялись на пробігу 263 тис.км. я власник. торг символічний (на каву). продаж не терміновий"
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_37348602.html,2024-12-16-14-10,11500, volkswagen touran 2012, i покоління (2nd fl) • 2.0d at (110 к.с.), i покоління (2nd fl) , 2.0d at (110 к.с.),,2012,110,266,1,0,0,Вараш (Кузнецовськ) • Рівненська обл.,"продаю хороший зручний та комфортний автомобіль. рік випуску 2012. у 2022 р був власноруч пригнаний з литви. придбаний там у порядної сім’ї а не в торгашів чи на автобазарі.тобто я є першим власником авто в україні. відразу були замінені всі замінники на хороші, бо все робив як себе. всі масла і ремені, помпа, демфер. зауважень до авто немає, все працює ідеально. пробіг не перевіряв чи оригінальний, так, як не було в тому потреби. причина продажу: потрібне більше авто.фаркоп наявнийдва ключісервісна книжкатой хто придбає цей автомобіль ніколи не пожалкує а буде лиш задоволений.комплект вже літньої гуми на титанових дисках."
vw,touran,https://auto.ria.com/uk/auto_volkswagen_touran_37036619.html,2024-12-16-14-10,2900, volkswagen touran 2004, i покоління • 1.6 mt (115 к.с.) • base, i покоління , 1.6 mt (115 к.с.) , base,2004,115,303,0,1,1,Харків,"продам своє авто, у користуванні 5 років після першої реєстрації з нідерландів. два рідних ключа, книга. по машині було зроблено багато - меньше місяця як були замінені дві ступиці, нові колодки, перебрані гальма, зпереду зліва - усі сайлентблоки, шарова, опорний підшипник. на праву сторону лежить комплект. перед цім - всі амортизатори, пружини, передні опори, проставки для кліренсу, метал. захист двигуна. 35 тис. тому встановлений комплект зчеплення - sachs, стійки стaбілізаторів. 25 тис тому - ремінь із роликами. 6 тис тому замінене мастило в коробці, оригінальне. свічки beru z300, масло в двигуні - motul gen2, заміна була 2 тис. назад, до цього - заміна кожні 8 тис з усіма фільтрами. безпека ціла, в машині 10 подушок. не гнила, у рідній фарбі, крашена була ляда. влітку промивались радіатори. помилки є по куту заслонок та датчику озоту, на роботу двигуна не впливають. каталізатор стоїть ще рідний, перевіряли 10 тис. тому, є відео - у гарному стані. газ не встановлювався, заправлявся на wog, масла не бере. витрата палива по місту 7-8, за містом 5,5-6.5. коробка 6 ступ. всі вікна у машини рідні, навіть лобове. після дтп необхідна заміна лівої чверті, лівих фар, задньої лівої підвіски. нові чохли, кілимки ева та є рідні. можливе будь яке переоформлення"
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_36907563.html,2024-12-16-14-10,10500, volkswagen e-golf 2014, vii покоління/typ 5g, vii покоління/typ 5g,,,2014,-1,131,1,0,-1,Стрий • Львівська обл.,продаю власний електромобільце чудовий варіант використання у місті.автомобіль має мінімальні потертості по кузову від використанняпричина продажу - хочу придбати електромобіль з більшим запасом ходуобмін присутній
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_37440627.html,2024-12-16-14-10,13600, volkswagen e-golf 2018, vii покоління (fl)/typ 5g • 35.8 kwh (136 к.с.), vii покоління (fl)/typ 5g , 35.8 kwh (136 к.с.),,2018,136,180,1,0,-1,Івано-Франківськ,"автомобіль у відмінному технічному стані , вся електроніка справнівираховували ємність - то батерея приймає 30.1 кіловатдтп відсутніходова - справнакомплектація хороша :• авто світло• авто дощ• парктроніеи перед+ зад• камера заднього ходу• підігрів дзеркал• термо скло• підігрів сидінь• адаптивний круїз контрольприсутнє тонування усіх віконзроблено антихромзамінені хромовані емблеми на чорні"
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_37488896.html,2024-12-16-14-10,17200, volkswagen e-golf 2018, vii покоління (fl)/typ 5g • 35.8 kwh (136 к.с.) • highline, vii покоління (fl)/typ 5g , 35.8 kwh (136 к.с.) , highline,2018,136,35,1,0,-1,Дніпро (Дніпропетровськ),авто пригнане на замовлення з німеччини. в україні проїхало 11 000 км. практично повна комплектація (відсутня лише шкіряний салон та запуск із кнопки). повна мультимедіа з актуальними картами україни та європи. тепловий насос. контурне підсвічування салону. два комплекти гуми та килимків у комплекті. і багато інших опцій. автомобільних бізнесменів прохання не турбувати.
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_36907268.html,2024-12-16-14-10,9500, volkswagen e-golf 2014, vii покоління/typ 5g • 24.2 kwh (115 к.с.) • highline, vii покоління/typ 5g , 24.2 kwh (115 к.с.) , highline,2014,115,85,1,0,-1,Хмельницький,свіжопригнана із європи і поставлена на облік!!!виїхав із автосалону у 2015р.не битий / не фарбованийпробіг 80 тис.км170 км запас ходу.швидкісна зарядка ccs2сервісна книга.один власник.два ключі.титанові диски розбірні r17багата комплектація.камера.парктронік 360.автоматичне паркування.адаптивний круїз-контроль.безключовий доступ.підігрів сидінь.підігрів лобового скла.led фари.клімат-контроль.
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_34282782.html,2024-12-16-14-10,19900, volkswagen e-golf 2018, vii покоління (fl)/typ 5g • 35.8 kwh (136 к.с.) • base, vii покоління (fl)/typ 5g , 35.8 kwh (136 к.с.) , base,2018,136,57,1,1,-1,Дрогобич • Львівська обл.,"трансмісія• рульове управління з електричним підсилювачем і датчиком швидкості• передні та задні стабілізатори поперечної стійкості• передній привід• диференціал обмеженого ковзання з приводом гальма• двигун 100 квт, 136 к. с. zev electric, включаючи: літій-іонний акумулятор ємністю 35,8 квт/год.• регенеративні 4-колісні дискові гальма з 4-колісною abs, передніми вентильованими дисками, сист допомоги при гальмуванні, контролем утримання на горі та електричним стоянковим гальмомекстер'єр• світлодіодні стоп-ліхтарі• світле тонов скло• переднє лобове скло включно: скло з електропідігрівом•• чутливі до швидкості склоочисники зі змінною періодичною функцією виявлення дощу з підігрівом• колеса: 16"" розділені 5-спицеві• передній бампер у колір кузова з хромованою вставкою в бампер• бічні дзеркала з електроприводом і підігрівом з ручним складанням та індикатором повороту• задній бампер у колір кузова з хромованою вставкою в бампер• заднє скло зі склоочисником і розморожувачем• повністю автоматичні аерокомпозитні галогенні денні фари із затримкою вимкненняінтер'єр• аналоговий дисплей•• дзеркало заднього виду ""день-ніч"".• затримка живлення аксесуарів• комфортні передні сидіння з підігрівом• внутрішнє оздоблення металева вставка панелі приладів• іммобілайзер двигуна• внутрішнє освітлення, що зникає• кермова колонка з ручним нахилом/телескопією• круїз-контроль, керування на кермі• двозонний передній автоматичний кондиціонер• шкіряне кермо• матеріал перемикання передач зі шкірою/металом• датчик зовнішньої температури• 3 розетки постійного струму на 12 врозваги• радіо, регулятором гучності з компенсацією швидкості, composition media з 8-дюймовим сенс. екраном - у тому числі: am/fm/hd radio, wma/mp3/flac/cd-програвач, usb-вхід, голосове керування, аудіосистема з 8 динаміками, інтеграція смартфона vw car-net app-connect та інтерфейс з apple carpl"
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_37611393.html,2024-12-16-14-10,9500, volkswagen e-golf 2015, vii покоління/typ 5g • 24.2 kwh (116 к.с.) • comfortline, vii покоління/typ 5g , 24.2 kwh (116 к.с.) , comfortline,2015,116,104,1,0,-1,Хмельницький,авто в чудовому стані. обслужене. чесний пробіг.два комплекти коліс. зарядка в комплекті.салон після хімчистки.причина продажу - третій електрокар в сім?ї
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_36452676.html,2024-12-16-14-10,15350, volkswagen e-golf 2020, vii покоління (fl)/typ 5g • 35.8 kwh (136 к.с.) • highline, vii покоління (fl)/typ 5g , 35.8 kwh (136 к.с.) , highline,2020,136,93,0,0,-1,Львів,"пригнаний з німеччини .чистий 2020рікє все крім шкіри, дінаудіо та безключевого.тепловий насосдуже збережений стан.додатковий комплект коліс.колір перламутровий.камера та всі можливі асистенти.детальніше по телефону."
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_36081027.html,2024-12-16-14-10,13499, volkswagen e-golf 2017, vii покоління (fl)/typ 5g • 35.8 kwh (136 к.с.), vii покоління (fl)/typ 5g , 35.8 kwh (136 к.с.),,2017,136,60,1,0,-1,Київ,"ємність акумулятора 36квт. авто в ідеальному стані. з таким невеликим пробігом авто залишилось дуже мало. два комплекти гуми на дисках. два ключі. не фарбоване. без сколів та царапин. жк панель приладів, старт/стоп, без ключовий доступ, підігріви сидінь передні, тепловий насос, підігрів лобового скла, адаптивний круїз контроль, омивач фар, автоматичні прилади дощу та світла. дві зарядки. карплей. асистент. в плюсову температуру запас ходу 280км в зимку до 200км. підтримує додаток фольцваген що дає можливість керувати в телефоні час заряджання, включати та виключати обігрів салону, gps навігація."
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_36771057.html,2024-12-16-14-10,8500, volkswagen e-golf 2016, vii покоління/typ 5g, vii покоління/typ 5g,,,2016,-1,99,-1,1,-1,Львів,продам власне авто. стан дуже хороший. більше деталей за телефоном.
vw,egolf,https://auto.ria.com/uk/auto_volkswagen_e_golf_36262948.html,2024-12-16-14-10,17400, volkswagen e-golf 2018, vii покоління (fl)/typ 5g • 35.8 kwh (136 к.с.) • base, vii покоління (fl)/typ 5g , 35.8 kwh (136 к.с.) , base,2018,136,81,0,0,-1,Суми,"машинка в ідеальному стані! без ключевий доступ це було пріоритетом для покупки. жодного підкрасу, маленькі царапини на бампері задньому мало замітні. все рідне готов на любу перевірку!підняв на 20 мм кліренс шикарний на їзді ні як не відрізнилось дорогу тримав гарно. батарея як нова ніколи не викатував менше 25 км. на 60 тис поміняли масло в редукторі наступна заміна на 120 т. комплект літної резини на оригінальних дисках в гарному стані. на еко+ можна 270 км в еко 250 км в активному 220-200 км телефонуйте! відповім на всі питання!"
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_36954852.html,2024-12-16-14-10,5600,             bmw 1 series 2009        , e82 , e82 ,,,2009,-1,220,0,0,1,Харків,"   продам bmw 1 series 2009  1,6 бензин.я власник, володію ним 2 роки, їжджу щодня, по місту та за його межами, за цей час проїхав пів країни.авто в гарному технічному і зовнішньому стані, все обслуговувалось своєчасно.в автомобілі замінено:- аккумулятор- форсунки (нові)- свічки- котушки- мастило в коробці передач - всі гальмівні колодки- колодки ручного гальма- амортизатори- та ще деякі дрібниціавто має тонування, броню на фарах, парктронік, систему старт-стоп, запуск с кнопки, гарну музику.за більш детальнішою інформацією звертайтесь за телефоном :  "
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_33312986.html,2024-12-16-14-10,6200, bmw 1 series 2007,,,,,2007,-1,240,0,0,1,Волочиськ • Хмельницька обл.,"автомобіль в хорошому стані, все справне, без корозії і підварів. кузов оцинкований!"
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_35042898.html,2024-12-16-14-10,7000, bmw 1 series 2009, e87 (fl) • base, e87 (fl) , base,,2009,-1,247,0,0,0,Вінниця,"bmw 118d в дуже гарному стані. авто повністю обслужено до дрібниць. масло, фільтра все замінено 1000 км назад. авто покрите керамікою і затоноване дорогою плівкою. більш детально по телефону розповім."
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_37056518.html,2024-12-16-14-10,6850, bmw 1 series 2005, e87 • 118i mt (129 к.с.) • base, e87 , 118i mt (129 к.с.) , base,2005,129,249,0,0,1,Івано-Франківськ,"продам власне авто. на україні 2 роки в одних руках. авто обслужене та доглянуте,в рідному окрасі та без видимих слідів корозії,на гарних 17 дисках там новій гумі.детальніше по телефону."
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_37202446.html,2024-12-16-14-10,7000, bmw 1 series 2009, e87 (fl) • 116i mt (122 к.с.) • base, e87 (fl) , 116i mt (122 к.с.) , base,2009,122,210,0,0,1,Дніпро (Дніпропетровськ),
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_37610973.html,2024-12-16-14-10,13500, bmw 1 series 2013,,,,,2013,-1,140,1,0,1,Київ,"продаю власне авто, свою красуню:) я другий власник. обслуговувалося тільки на офіційній станції бмв окрім останнього року. авто в гарному стані, готове для перевірки на будь якому сто. великий монітор, nbt evo, carplay.комфортний автомобіль для кожного дня. в наявності два комплекти резини на оригінальних дисках.авто бізнесменів прохання не турбувати!!!"
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_37055264.html,2024-12-16-14-10,9500, bmw 1 series 2008, e87 (fl), e87 (fl),,,2008,-1,249,1,0,0,Вінниця,"продам одну з найкращих е87 в україні! не бита, не фарбована.абсолютна нова турбіна(7000км назад поміняна), новий акум. доглянута кожна деталь,чорна стеля. масло в коробці нове! стоять 18-і різноширокі диски оригінал, зима 17-і на новій гумі. два комплекта коврів, два ключа. знизу весь захист цілий. багато іншого по тел. розповім. не для перекупів і площадок!"
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_37608747.html,2024-12-16-14-10,12600, bmw 1 series 2015, f20 (fl), f20 (fl),,,2015,-1,205,0,0,0,Рівне,bmw 116 d efficiency dynamicодин власникєвропейська версіяофіційне обслуговуванняколір білий перламутравто без дтпекологія на місцідеталі в приват
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_37224072.html,2024-12-16-14-10,5500, bmw 1 series 2007, e87, e87,,,2007,-1,253,0,0,1,Київ,"продам власне, класне, свіже та просто гарне авто на задньому приводі - bmw 116i 2007року випуску. авто в доброму стані, досить жваве, неприхотливе. мотор 1.6 бензин працює відмінно (газу нема і ніколи не було), запускається з пів оберту. механічна 6 ступенчата коробка без зауважень, все вмикається чітко, нічого не вибиває. за весь час експлуатації все що потрібно було міняти - одразу міняли. нещодавно було проведено то автомобіля. всі кнопочки працюють, немає жодної помилки, кондиціонер холодить як потрібно, гарний акумулятор, 2 рідні ключи. я власниця, переоформлення або доручення на короткий термін. перший продаж."
bmw,series1,https://auto.ria.com/uk/auto_bmw_1_series_37587304.html,2024-12-16-14-10,5999, bmw 1 series 2005, e87 • 118i mt (129 к.с.) • base, e87 , 118i mt (129 к.с.) , base,2005,129,267,1,0,1,Львів,"чудове динамічне авто з рідним пробігом, на свій вік в дуже хорошому стані!пройдене тодва ключідва комплекта резинибільше інформації по телефону"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37349563.html,2024-12-16-14-11,5490, bmw 3 series 2002, e46 (fl) • 316i mt (116 к.с.) • base, e46 (fl) , 316i mt (116 к.с.) , base,2002,116,317,0,0,1,"Солонка, вул. Кільцева, 60","код товара: 46297можливий обмін на будь-яке авто (trade-in), питання з обміну виключно за телефоном.компанія ""автопарк"" гарантує професійний супровід угоди та її безпеку.надаємо кредит та лізинг на вигідних умовах. можливе дострокове погашення.повну інформацію дивіться у нас на сайті.продається bmw 316 2002 року — класичний седан, який підкорює своєю надійністю, німецькою якістю та елегантним дизайном. цей автомобіль, пригнаний з голландії, пройшов 317 тис. км, але завдяки якісному обслуговуванню залишається у відмінному технічному стані. під капотом — економічний і водночас динамічний бензиновий двигун об’ємом 1.8 л, що дарує відчуття впевненості за кермом. механічна коробка передач забезпечує повний контроль над автомобілем і справжнє задоволення від водіння. чорний колір надає bmw 316 стриманого, але виразного вигляду, підкреслюючи його класичний стиль. цей седан ідеально підходить для щоденних поїздок, забезпечуючи комфорт і впевненість на будь-якій дорозі. просторий салон і високий рівень ергономіки роблять кожну поїздку приємною як для водія, так і для пасажирів. bmw 316 — це символ якості та витонченості. не втрачайте можливість придбати цей класичний і надійний автомобіль. звертайтесь для огляду та тест-драйву!"
,,,,,,,,,,,,,,,,,
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37240439.html,2024-12-16-14-11,8700, bmw 3 series 2011, e91 (fl) • 316d mt (115 к.с.) • base, e91 (fl) , 316d mt (115 к.с.) , base,2011,115,299,0,0,0,"Біла Церква, Сухоярська 11а","продаж за готівку або в лізинг | кредитнадійне повністю обслуговане авто.у чудовому стані.має 2.0 дизельний двигун,один з найнадійніших ц лфнфйці bmw перший внесок від 2 600$термін від 6 до 36 місяцівавто знаходиться у вашому користуванні з першого дня!без довідок про доходи! тільки паспорт та кодз будь-якою кредитною історією!наша адреса:м. біла церква вул. сухоярська 18""авторинок""."
